applicant_id,gender,married,dependents,education,self_employed,applicant_income,coapplicant_income,loan_amount,loan_amount_term,credit_history,property_area,loan_status
a88845b4-d36e-4f5b-a32f-050952cc6ef3,Male,Yes,2,Graduate,No,13895,526,203,360,0,Rural,No
e33f4f77-5178-4291-b6cc-74d4858fdc2f,Male,Yes,1,Graduate,Yes,8182,270,156,180,0,Rural,No
27cb6135-25ca-46e4-9756-b37929d25b53,Female,No,2,Not Graduate,Yes,13928,234,250,180,1,Rural,Yes
b7baeaf2-1e66-43b3-9c21-5f9cbc24fca6,Female,Yes,1,Not Graduate,Yes,10124,3056,144,480,1,Rural,Yes
e7e2ac7d-d1ee-44d8-aa0f-461b58cccab0,Male,Yes,3,Not Graduate,No,10213,3339,429,480,0,Rural,No
5a844492-2fc9-4a14-8422-f4fe1bf50a99,Male,Yes,3,Graduate,Yes,6957,669,126,360,1,Rural,Yes
83bc5470-fe3b-4fd9-ae11-5e0de46782e6,Female,Yes,0,Not Graduate,No,11702,4920,209,300,0,Semiurban,No
a3f4fa4a-123b-4e85-99ba-9150d12c2933,Male,No,0,Not Graduate,Yes,14880,1706,282,240,0,Urban,No
271e31bc-78b7-4685-bc06-a88f6dd8bc1d,Male,Yes,3,Not Graduate,No,9206,2595,230,180,1,Semiurban,Yes
1567283d-faba-4f96-8670-345eaca93a89,Female,No,2,Not Graduate,Yes,11308,16,368,240,0,Rural,No
ac707a71-d10a-429f-9ae0-aa53be340198,Male,Yes,3,Not Graduate,Yes,9960,3708,406,240,0,Rural,No
e2707d2d-676e-45d0-b3e1-1b96b6f311ac,Male,No,1,Graduate,No,4283,771,145,240,0,Semiurban,No
552073ff-c481-489c-b058-74e976a45079,Male,Yes,0,Graduate,No,5633,1147,242,240,0,Rural,No
9c7f0bd3-16ac-42fb-ae34-b7ca48445bdf,Male,Yes,1,Not Graduate,Yes,9559,2241,493,300,0,Rural,No
29721e80-a0bf-4ec5-90b5-705427395937,Female,No,3,Graduate,No,6502,535,208,360,0,Semiurban,No
85e469ca-9d8b-47c1-8026-1c57ed8a17be,Male,Yes,2,Not Graduate,Yes,8901,3569,295,480,0,Semiurban,No
7eb40cb5-5856-4ae0-91da-332b3eef3fd6,Female,Yes,0,Graduate,Yes,5481,4572,467,480,1,Rural,No
f1b0b1c2-4ee6-4c85-807e-4e1601aa9ec3,Female,No,1,Graduate,No,5132,2506,483,240,1,Rural,No
74c85b1a-7b4b-4ae4-93d9-fc99c1cdb99a,Female,Yes,1,Graduate,No,3017,1852,98,360,1,Semiurban,Yes
6be773ad-641d-42c0-b551-17ed84a31fd5,Male,No,2,Graduate,Yes,2661,3175,150,480,0,Rural,No
7633aad1-8219-46cd-b7fc-86c9c0cfcb33,Female,No,2,Graduate,Yes,10954,732,289,360,0,Urban,No
3073b979-1cdc-45d9-a30d-231ffac34b14,Female,Yes,3,Not Graduate,Yes,12175,3723,231,300,1,Rural,Yes
4f27f37a-c512-4872-90f4-0e391af81b69,Female,Yes,2,Graduate,Yes,4197,3275,237,300,0,Semiurban,No
ad116bc1-9eea-4f71-a11e-aa0da20cc32d,Male,No,0,Graduate,Yes,11974,3415,210,300,1,Semiurban,Yes
9a4d4d82-5ebd-42e0-adcf-e41ce7fd5181,Female,No,3,Not Graduate,No,9175,3836,353,240,0,Semiurban,No
e34ecb46-0522-4758-860a-9174676ac2d4,Male,Yes,1,Not Graduate,No,13374,1232,434,240,1,Semiurban,No
a70ce3f5-92c6-4174-a149-25bf3eb8e149,Male,No,2,Graduate,Yes,4715,4426,480,360,0,Rural,No
7cb71b0b-35fa-40da-a98b-29efda493645,Male,Yes,1,Graduate,No,14585,186,189,480,0,Urban,No
8680bc21-1f5c-4ae9-a61b-7521b3bc4266,Male,Yes,3,Not Graduate,No,4335,925,258,180,1,Rural,Yes
7ab4392c-3eff-4c57-b71f-14132437dcdc,Female,Yes,3,Not Graduate,Yes,5188,2258,228,360,0,Rural,No
5f2c660f-0214-4e1b-b788-f28e405b9a2e,Male,No,1,Graduate,No,13103,1369,479,240,1,Urban,No
31d0025d-e6da-4bc7-b8df-d20db7276643,Female,Yes,1,Graduate,Yes,5123,3348,309,300,0,Rural,No
8c3e4ad7-9c88-4913-b565-33b878b1cc24,Female,Yes,1,Graduate,No,14775,4142,432,180,1,Semiurban,No
e0c014fa-da57-4c2f-8d2b-b3ecc658c127,Male,Yes,1,Not Graduate,Yes,6098,2208,354,480,1,Rural,No
f0b2294f-3ee7-402c-a25b-2ea6b5e7b307,Female,Yes,1,Not Graduate,No,10070,333,63,360,0,Urban,No
aac19cee-177f-4cec-8ef0-75a79ccc041c,Male,No,1,Not Graduate,Yes,13732,1393,345,300,1,Rural,No
2d42e011-f0d2-4b49-aa86-70ccbe88cf3a,Female,No,0,Graduate,No,4731,3336,329,300,0,Semiurban,No
43e4db60-d7df-433e-8b0f-2a6df432184d,Female,No,3,Graduate,Yes,4852,1675,270,240,1,Urban,Yes
f4d02821-1d1a-47bf-88dd-89caa5dfb281,Male,No,0,Not Graduate,Yes,12463,807,441,480,1,Urban,No
957bde2e-9e87-44f8-9690-976d806b6eaa,Female,Yes,3,Graduate,Yes,10154,2119,160,480,1,Rural,Yes
c14d0e65-e4f6-4860-a3da-f98ceddd8928,Female,Yes,3,Not Graduate,No,9863,786,477,300,0,Semiurban,No
f5f10754-f37e-482d-a960-4303e120cd70,Male,Yes,0,Not Graduate,No,11392,2561,417,480,0,Urban,No
b5e5dadc-59f3-44f8-abc5-6818077edcee,Female,No,2,Not Graduate,No,5776,493,379,180,0,Rural,No
6e6ad873-709c-4e1e-8e5c-b538912dcabd,Male,No,2,Graduate,Yes,7151,2582,55,300,1,Rural,Yes
d766f3ab-7735-4f8d-8ee6-459916f77552,Male,No,0,Not Graduate,Yes,6844,4504,113,360,0,Urban,No
3187a6f6-9571-495b-bdbd-45845ba06099,Male,Yes,1,Not Graduate,No,13851,1177,86,480,1,Semiurban,Yes
b2cde1ee-9ef3-4524-b03c-c42f7ced0639,Male,Yes,2,Graduate,No,3854,4422,235,480,1,Urban,Yes
40730526-c130-4c7d-932e-7117815ba2a1,Female,Yes,0,Not Graduate,Yes,9711,1516,494,300,1,Urban,No
399586be-37f2-40ef-b8b6-bea9e14b8a00,Female,Yes,3,Graduate,No,14428,3446,77,180,1,Urban,Yes
3cf77c83-0c78-4cc3-9523-9b0b62884858,Male,No,2,Graduate,No,2651,4752,77,360,1,Rural,Yes
c5e94d66-807e-485b-825a-16efd99e3931,Male,Yes,0,Not Graduate,Yes,10164,4377,444,240,0,Rural,No
68e8106b-0940-4928-8d1e-102325b8a8ee,Female,Yes,2,Graduate,No,3924,2852,113,240,1,Semiurban,Yes
902ec333-7ff9-476e-9e64-bd06041b3ced,Female,No,3,Graduate,No,7768,3433,343,300,1,Urban,No
30aaa99c-f9d3-4a17-ae02-98ffcbfae762,Female,No,0,Graduate,Yes,3033,153,149,240,1,Rural,No
8a50f995-8054-48d0-822a-1e41c13cd985,Female,Yes,1,Not Graduate,Yes,9894,499,414,240,1,Semiurban,No
59f30408-bf61-461a-b317-6d591b7ee299,Male,No,3,Graduate,No,10888,2501,497,180,0,Urban,No
da68f57f-f338-412f-bec9-27eeaed410f6,Female,Yes,0,Not Graduate,No,8889,1760,157,480,0,Rural,No
0bce99e4-3a94-492e-a800-ba7da26fe08a,Male,No,0,Not Graduate,No,2285,3146,218,300,0,Semiurban,No
d72de816-4b74-466f-9079-4f34a2d0d4f1,Female,Yes,1,Not Graduate,Yes,4233,2571,72,240,0,Urban,No
148ff974-f0ba-4cdc-a6f9-745ec2455ce4,Male,No,0,Graduate,Yes,9226,634,253,180,1,Urban,Yes
78d79238-54bb-49fc-9674-9904742b0794,Female,No,2,Graduate,No,11647,1588,204,180,1,Semiurban,Yes
6118bd11-2540-448f-9331-bbe11b69ca12,Female,No,2,Not Graduate,No,7361,1080,312,240,1,Rural,No
defd4fa0-5d6d-49b9-91bb-c6cf75ff06cf,Male,Yes,0,Graduate,No,7273,4893,197,300,0,Rural,No
0321cffd-30f8-447d-b455-b53333123ab4,Male,Yes,1,Graduate,Yes,14754,4261,413,480,0,Rural,No
62e6ef42-b4c0-49f2-9b22-88ba5c4446bd,Female,No,1,Graduate,No,12457,4625,164,240,1,Rural,Yes
1d3dbf05-cca3-4edb-9ac3-d10d5d27f52b,Female,No,3,Graduate,No,9485,3491,151,240,0,Urban,No
4934face-cd7b-4363-b819-9df8b379c401,Male,Yes,0,Graduate,No,4836,1166,132,480,0,Urban,No
9c082090-a423-4228-901d-c371a3e943c9,Male,No,1,Graduate,Yes,6141,3351,62,480,0,Urban,No
18760db1-e8b8-4624-8c17-5bdc40d575e7,Female,Yes,2,Not Graduate,No,9714,4765,220,180,0,Urban,No
8b65466d-efdc-4c80-bf49-807c58a13d17,Male,Yes,0,Graduate,No,2957,236,399,240,0,Rural,No
729cbc01-1f75-40f0-a539-bda333f439fa,Female,No,3,Not Graduate,No,13477,1477,400,360,0,Semiurban,No
bac4671a-a906-4715-b246-bbe50b0a4d6f,Male,No,2,Not Graduate,Yes,4906,204,272,360,0,Semiurban,No
c78e8212-7352-494e-8cf1-ca104ba6ae71,Male,No,2,Graduate,No,14360,462,275,360,0,Semiurban,No
700d9faf-2ba4-4673-b710-10ebb0c72cdb,Female,No,2,Graduate,Yes,9554,2654,92,360,1,Semiurban,Yes
c94f6540-857c-401d-811d-a5a8682c388f,Male,Yes,1,Not Graduate,No,5504,3188,348,480,1,Semiurban,No
5550b93e-2933-4f8a-b1e1-c3f8950b16c6,Male,Yes,0,Not Graduate,No,14828,4036,315,240,1,Semiurban,No
ef2308f1-4d9b-4091-bcff-16d2dbef796f,Male,Yes,3,Not Graduate,No,12824,740,116,360,0,Rural,No
80bb9093-d720-447c-89ad-1af934625837,Female,No,2,Graduate,No,7736,1881,391,180,1,Semiurban,No
5b7e3357-962f-4656-81ae-8b660a752346,Male,Yes,3,Graduate,Yes,5154,4963,250,180,0,Urban,No
79e749aa-24d2-4ee2-8a8c-fd56f50ca482,Female,No,1,Graduate,No,14620,4618,394,360,1,Urban,No
77a010d6-963b-4c7c-8785-7e89ecf3a1d3,Female,No,0,Graduate,Yes,7051,2853,52,300,1,Urban,Yes
4b789a63-40fa-4a6d-8f54-621fe9b022db,Male,No,1,Not Graduate,No,11859,306,232,240,1,Urban,Yes
0542baa2-ead8-4001-9e4b-5fe9861b5181,Male,Yes,3,Graduate,No,9190,3244,357,240,1,Urban,No
de1a16c9-baa5-406d-8e84-71790842c976,Female,No,3,Not Graduate,Yes,10396,4721,261,360,0,Semiurban,No
b2d0c16f-3abf-4fb7-8355-3d606f798150,Female,No,2,Not Graduate,Yes,3444,4156,269,480,1,Urban,Yes
fc4ec3e8-b4d2-47c5-9fd9-a050ea2a924e,Female,Yes,0,Not Graduate,No,4332,689,220,360,0,Rural,No
ba4ba49c-72ac-4d54-8ae6-8b1f5eb9390c,Female,Yes,2,Graduate,Yes,7691,2730,446,360,0,Rural,No
10b3cdeb-2747-4c35-afeb-769fd56b7934,Male,No,2,Not Graduate,Yes,10751,1514,491,300,1,Rural,No
a96fdf7a-dac0-4e92-a52c-ecfaea45b480,Male,No,3,Not Graduate,Yes,3063,2687,327,360,1,Semiurban,No
8b94d371-1f5a-498e-b512-5a460beb9b8f,Female,Yes,3,Graduate,Yes,3449,2469,337,360,0,Semiurban,No
93cac59e-72d0-4636-94a5-703052095eef,Male,Yes,0,Graduate,Yes,12395,4580,495,360,1,Semiurban,No
a6197c21-b434-4bd0-b67c-9b7de38c55e2,Male,No,2,Graduate,Yes,9455,2014,494,300,1,Rural,No
ae4284b6-68bc-436a-be93-58645b960a4a,Female,Yes,3,Graduate,No,2458,1893,178,360,1,Urban,Yes
d0523cc8-febb-4e12-a2da-2e8c1e16007c,Female,Yes,3,Not Graduate,Yes,11969,4266,466,480,0,Urban,No
95ebf09b-df28-4059-8e8b-eae257794601,Female,Yes,0,Graduate,Yes,8258,4131,211,300,0,Urban,No
084c2f76-5e57-472e-ba48-6c7603d2bac8,Female,No,0,Graduate,Yes,6816,4795,184,300,1,Semiurban,Yes
76c9afa3-e6a9-4c10-96ba-9c3b3c7260c3,Male,No,0,Graduate,Yes,7414,1341,99,300,0,Semiurban,No
bd81d2bb-a3bd-4b32-aaa4-827678df9585,Male,No,2,Graduate,Yes,7259,4372,131,240,1,Urban,Yes
810301c9-615d-4b44-ba79-3676e5e89d27,Male,Yes,3,Not Graduate,Yes,13129,2895,402,180,1,Semiurban,No
1429989e-cec0-4757-bb7b-bdc315f49471,Female,No,1,Graduate,Yes,6188,4436,446,180,0,Semiurban,No
a66cf005-4b88-4059-b3ad-75de172d01b5,Male,No,2,Graduate,No,3320,2271,89,180,1,Urban,Yes
13e7ea35-b166-463d-846e-9589dfc2ed20,Female,No,2,Not Graduate,Yes,13789,1978,75,300,1,Semiurban,Yes
59902cdd-6489-4269-8bb4-18358d62e0a1,Male,No,0,Not Graduate,Yes,3856,3384,129,480,0,Semiurban,No
2aef36b5-2689-4839-b185-3b9319badf0c,Male,Yes,1,Not Graduate,No,12888,2011,400,300,0,Urban,No
b70db2bf-a082-4e6f-830e-6b6e5255556c,Female,Yes,3,Graduate,Yes,4152,4589,278,240,1,Urban,Yes
4bab389d-075e-4095-8c68-0b32ff5963b6,Female,Yes,2,Graduate,No,13357,1381,103,480,1,Semiurban,Yes
d639aaee-75a4-4c3f-bcc2-e414963158f2,Male,No,2,Graduate,No,9785,487,90,240,1,Urban,Yes
1fd96bee-aa19-43ad-842a-1bcefcffb626,Female,No,2,Graduate,Yes,6261,4661,438,300,0,Semiurban,No
a1c7d150-55cf-47fa-b376-a40d946b3a46,Male,No,2,Not Graduate,No,10853,3885,128,180,0,Rural,No
a7f640d4-6c5e-44cc-b4b2-fe7aba7c0c88,Female,No,3,Not Graduate,No,3043,190,422,360,0,Rural,No
86b59f46-e20a-4991-8553-760b100112ca,Female,Yes,2,Graduate,Yes,5324,1197,112,240,1,Semiurban,Yes
76063314-0245-462e-8f77-cec0c748bcc0,Female,Yes,0,Graduate,Yes,6519,2301,259,480,1,Urban,Yes
71523d2c-51cb-4349-8cd2-b3765d7328b2,Female,Yes,1,Graduate,Yes,13635,394,370,180,1,Semiurban,No
5f5f8a9d-0805-40b9-a350-805d9d3bc92b,Female,Yes,1,Graduate,Yes,12590,835,403,240,1,Semiurban,No
635d4207-ef1c-4560-b22a-cebd1ee79b79,Male,Yes,2,Graduate,No,6897,217,443,360,1,Semiurban,No
8ecc35cb-046c-46a8-8dd3-3ac1b395ee0d,Female,No,2,Graduate,No,11984,2074,479,180,0,Semiurban,No
f23f1238-bf7d-487f-ab9a-c237c0601b8b,Female,Yes,1,Not Graduate,Yes,8204,1000,218,300,0,Urban,No
4ae4c471-2022-4845-9e77-9f973daece4e,Male,Yes,0,Not Graduate,No,4280,1640,252,300,0,Urban,No
195076b5-95e7-4563-b2fa-ce0932ef48f3,Male,Yes,2,Not Graduate,No,14175,3476,464,360,1,Urban,No
ebb90067-8dbf-4263-a8c7-142dbe9999cd,Female,No,3,Graduate,No,14208,2656,489,240,0,Semiurban,No
b916e84c-cabf-4777-a6f0-2560955ac941,Female,No,0,Not Graduate,Yes,9665,2532,242,360,0,Rural,No
f1e44b94-b710-42ef-a767-8f0e10afaf28,Male,Yes,2,Graduate,Yes,12811,2925,348,240,0,Rural,No
a0acbd2d-ffff-4711-82c2-505452498a3c,Male,No,1,Not Graduate,No,3067,634,267,180,0,Urban,No
37b9e67a-0d85-4888-aa22-1dc4546288d4,Male,No,2,Graduate,No,8105,3482,84,360,0,Urban,No
bfc5d095-7514-44f2-bd99-04f16ac3b9dc,Female,No,3,Not Graduate,No,10583,4253,65,360,1,Semiurban,Yes
44af2f04-11f0-4f3d-8989-20907634dc78,Male,No,1,Not Graduate,No,4917,4539,255,240,1,Urban,Yes
25a90a90-6c3e-46f3-aa61-5026a04779dd,Male,No,2,Not Graduate,No,8978,2796,370,180,0,Urban,No
0607f83b-0ffd-4c9d-8e37-d053a6ffe22a,Male,Yes,0,Not Graduate,Yes,14888,712,289,360,0,Urban,No
bd8f040d-d64f-42e5-9062-d99392b76c0f,Male,Yes,1,Not Graduate,Yes,6688,3752,219,360,1,Urban,Yes
3367d9b8-7412-46a7-a2d7-27ea22b7b1fd,Female,Yes,3,Not Graduate,Yes,5107,2989,431,300,0,Semiurban,No
454f9eee-33b9-48e2-9bbf-56f34c9003ce,Male,No,3,Not Graduate,Yes,3352,1149,238,300,0,Urban,No
8fb08e50-bede-4329-95f0-e2840f14df04,Female,No,2,Not Graduate,Yes,4668,1148,420,480,1,Rural,No
4f98cfbc-8c40-47c7-b597-be742f165743,Female,No,3,Not Graduate,Yes,14223,1072,163,360,1,Semiurban,Yes
e0d6f85e-38b9-43a9-a5d1-4cef382f7328,Female,Yes,2,Not Graduate,Yes,11078,4447,115,180,0,Rural,No
24eec133-ce47-4705-8cb9-c589fdb9d401,Male,No,2,Graduate,Yes,12491,4402,220,480,0,Urban,No
8c4eddea-b683-469f-b28f-cf76c71adb97,Male,No,2,Not Graduate,Yes,14747,4303,411,180,1,Rural,No
f548d7e8-a572-4ab0-ae94-1536a579fcaf,Female,Yes,1,Graduate,No,10448,1326,344,240,0,Rural,No
f67b1de8-1420-4e43-b2d8-9267d0398ae1,Female,Yes,2,Graduate,No,11028,4159,406,240,1,Semiurban,No
dc65e4fb-1f71-43ec-aa23-f1cedbc87b8f,Male,No,2,Not Graduate,No,13464,1432,277,300,1,Semiurban,Yes
e9ae22f6-ddb7-4d12-85b8-08968de021b9,Male,Yes,3,Not Graduate,No,10830,4942,229,180,1,Urban,Yes
fbcd4832-f271-4986-b215-b0a4649af3a8,Male,Yes,0,Not Graduate,No,14707,1692,369,240,0,Semiurban,No
ca9a01b4-a483-4e82-9bb7-5b8f1141a28a,Male,No,0,Graduate,Yes,4427,4028,349,180,1,Rural,No
996ed85b-c647-445c-98ad-dc70174d1d2c,Male,No,0,Not Graduate,Yes,10143,367,271,240,1,Rural,Yes
7eccf4de-007d-4318-ac0f-51f142de8b67,Female,No,3,Graduate,No,11818,3810,289,360,0,Urban,No
9c0af2c6-74b0-4f64-9191-8f90edcd79ae,Male,Yes,1,Graduate,No,5938,958,91,300,0,Rural,No
750dcc18-9b96-4f1e-b4e8-b343426916f7,Male,Yes,0,Not Graduate,Yes,5546,3432,463,180,0,Semiurban,No
